Term,pForward,zForward,probForward,pReverse,zReverse,probReverse
LDA400_abstract_weight__23_reading_letter_chinese,1.0730120492795619e-05,4.401911746374085,0.17326245602366286,7.698501827817608e-27,10.72583923141009,0.6975145299349513
LDA400_abstract_weight__392_reading_phonological_dyslexia,0.00010252234385345942,-3.884543482737319,0.17809156441766438,4.142245840919211e-15,7.850547610292327,0.6974155236503248
LDA400_abstract_weight__123_words_word_lexical,1.7850988458119822e-13,7.363977433646858,0.14513127088793248,1.2126182086485791e-14,7.714705588784533,0.6370943421916737
LDA400_abstract_weight__356_semantic_word_temporal,1.2498264592579619e-09,6.073717339347869,0.14324994997061166,1.5356715153680177e-12,7.071229286828726,0.6302627742276652
LDA400_abstract_weight__222_interference_stroop_control,0.10458337457787033,-1.6230282099237918,0.15771018111229484,1.5134919874008095e-11,6.746600546237765,0.6587786734080691
LDA400_abstract_weight__284_language_english_native,0.005459427994680908,-2.7785965864742104,0.1609060431965735,2.432838080659874e-11,6.677360613728634,0.6647679105419146
LDA400_abstract_weight__130_frontal_inferior_gyrus,6.74051882394059e-05,3.9852638359911676,0.1426077156159929,1.1696137543951322e-10,6.44322464311786,0.6260931528146662
LDA400_abstract_weight__299_memory_working_verbal,2.9659752960630047e-27,10.813659322257354,0.13420400663315954,1.478146441437281e-10,6.407613911291138,0.6071464148176094
LDA400_abstract_weight__259_sentences_sentence_syntactic,0.46505933882326955,-0.7305413637038357,0.14564440079991128,1.9499255669024315e-08,5.6163862121700445,0.6296895580861966
LDA400_abstract_weight__154_parietal_network_fronto,1.630143033264989e-28,11.07656096398722,0.1298621320195531,4.207650986911956e-08,5.481907134005466,0.5917318233816591
LDA400_abstract_weight__322_task_difficulty_demands,4.4822354728065825e-56,15.77696568004432,0.12612314350649245,1.362911963221167e-07,5.270178440497499,0.5816133840859153
LDA400_abstract_weight__329_items_recognition_item,0.17019159739387224,-1.3715884307704294,0.1434925974956581,2.3565431704954128e-07,5.168758385972751,0.623140565818151
LDA400_abstract_weight__193_language_hemisphere_linguistic,0.827019970692166,0.21852514259082867,0.1392017784420675,5.611615129934253e-07,5.00412563555666,0.6121955036747444
LDA400_abstract_weight__357_verbs_verb_nouns,5.20514144973384e-13,-7.219833109732843,0.15496161909733186,2.645694895560974e-06,4.696567763621256,0.6477654819529193
LDA400_abstract_weight__2_sulcus_intraparietal_ips,0.00038969710764461056,3.5469644939865352,0.13090424175898097,1.1878979335925403e-05,4.379797228112163,0.5882484660127498
LDA400_abstract_weight__274_naming_production_overt,0.001762445732984421,-3.127592129917515,0.13945780549938175,2.480403737285492e-05,4.216575402923988,0.6099496572407883
LDA400_abstract_weight__333_incongruent_congruent_congruency,2.590302322147089e-06,-4.700889840724948,0.1427417318858874,2.7819963352487493e-05,4.190614783018131,0.6181464449946941
LDA400_abstract_weight__384_object_objects_recognition,1.4888004503243245e-05,4.33033888194453,0.12807761767514578,6.784590609130999e-05,3.983716144546241,0.5786313192788893
LDA400_abstract_weight__141_task_performing_cognitive,1.1386021982634941e-32,11.903225063611774,0.1233024031528475,7.535233619091654e-05,3.9587205597489548,0.5657104470240324
LDA400_abstract_weight__120_verbal_fluency_task,0.09428197838628297,-1.6732302452586159,0.13394230238360866,0.0001239635260718012,3.838152427103157,0.5940206170591003
LDA400_abstract_weight__171_task_switching_set,0.2546544231559672,-1.1391168434054553,0.13296655241967795,0.00013821417648346662,3.8113423763079206,0.5912490831011671
LDA400_abstract_weight__341_matching_match_task,1.1182572432946097e-05,-4.392944418168131,0.136585081341752,0.00034967724021692535,3.575411658644171,0.6002569415464047
LDA400_abstract_weight__310_common_suggest_overlap,0.0,inf,0.10270866260317296,0.0005039559757241777,3.478644860137458,0.5594720326549492
LDA400_abstract_weight__128_problem_problems_arithmetic,5.833522383953419e-05,-4.01944570108644,0.13469151214495956,0.0005976941508012679,3.4326586183272174,0.5945926273393397
LDA400_abstract_weight__115_wm_memory_working,1.4260905001171214e-07,-5.261855215513127,0.13652669688886937,0.0007408535787595205,3.3739963209374877,0.5994536899378853
LDA400_abstract_weight__86_number_numerical_numbers,1.8995173845337525e-10,-6.369252446517242,0.13808930055812849,0.0009742471982586701,3.2978599336896552,0.6034742228146365
LDA400_abstract_weight__373_manipulation_magnitude_simple,5.754024322532421e-21,-9.394408440558152,0.14262278406898954,0.0017390255039946008,3.1315223475620018,0.615044074607199
