Term,pForward,zForward,probForward,pReverse,zReverse,probReverse
LDA50_abstract_weight__8_mpfc_social_medial,2.2880468157110423e-17,-8.47814907567169,0.2600997888333934,1.1712295434673735e-19,9.071747785736028,0.5884910442921637
LDA50_abstract_weight__28_social_empathy_moral,7.522814208313266e-52,-15.150468743413983,0.25605752954271827,4.478797004024071e-12,6.921185449521389,0.5742493839064077
LDA50_abstract_weight__30_decision_making_risk,1.7002103056944614e-62,-16.684465455465038,0.2510179358632677,1.5707946741244898e-08,5.653646104355055,0.5623867224601519
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.0,inf,0.2261175279195069,4.310345972062516e-06,4.595827787508991,0.5355183223494642
LDA50_abstract_weight__20_control_conflict_task,1.4972193236839475e-11,-6.7481695484414965,0.2409688845678789,4.339983595928197e-06,4.5943989557432126,0.5445470924926556
LDA50_abstract_weight__7_reward_feedback_striatum,1.0509956750841789e-29,-11.319474887221983,0.2399769922332163,0.00016802065627305034,3.762801357357506,0.5389138428372316
LDA50_abstract_weight__26_emotional_amygdala_negative,6.420344125281709e-228,32.23135858124509,0.2272058470815123,0.0010627712608312966,3.273359728418093,0.5251836508940244
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.0,inf,0.2224306973003512,0.0013009471507977564,3.2157707426169004,0.5270153385535885
LDA50_abstract_weight__0_network_state_resting,2.4923824168804177e-53,15.372780712603687,0.23008763756332698,0.0036204661467407386,2.9094661292229302,0.523272863844217
LDA50_abstract_weight__33_memory_retrieval_encoding,4.96047674076003e-19,8.913145615680191,0.2310996315667431,0.005975541477925379,2.749120495930765,0.5228453220687048
LDA50_abstract_weight__13_fear_threat_smokers,9.181771860560175e-297,-36.818962825020954,0.24093532439006915,0.01291036096621961,2.4862324414576658,0.534592765485451
LDA50_abstract_weight__18_number_ips_numerical,0.0,-inf,0.23756038647342995,0.08183825128123816,1.7401182787184917,0.5261820030503305
LDA50_abstract_weight__1_anxiety_trait_personality,2.929367341949202e-151,-26.19628605863596,0.2352141171344964,0.08557038045340588,1.719241646364131,0.5221357021811
LDA50_abstract_weight__16_response_inhibition_control,1.76310379619543e-62,-16.682295949024844,0.2333581360890108,0.09199264709571854,1.6849788761499171,0.5190294024220898
LDA50_abstract_weight__47_attention_attentional_target,5.195683608948358e-114,22.693482361586426,0.22749131636832645,0.19612770659712753,1.2926628073557465,0.5100719693268613
LDA50_abstract_weight__24_age_adults_older,1.4368439229628102e-08,5.668939136686356,0.22895031720613282,0.1976383720821144,1.2883091418956119,0.5109806996218724
LDA50_abstract_weight__9_memory_working_wm,1.0234711518781298e-21,-9.57450426497706,0.23040979329068773,0.23376874210063658,1.190706711861315,0.5120841283996196
LDA50_abstract_weight__23_asd_autism_group,0.0,-inf,0.2308538629097327,0.5418763369672017,0.609978066636439,0.510098401273147
LDA50_abstract_weight__12_women_men_sex,0.0,-inf,0.22699695945480985,0.9645387340731731,0.0444587476188603,0.5007253549596109
