Term,pForward,zForward,probForward,pReverse,zReverse,probReverse
LDA200_abstract_weight__194_network_default_dmn,1.0327704454399698e-06,4.885289400093108,0.03917249484644851,1.643838893264669e-11,6.734597902130346,0.6897244934889873
LDA200_abstract_weight__23_reasoning_relational_relations,4.843566810915376e-06,-4.571451811984384,0.04744834605055112,1.610388850965694e-05,4.313020904356454,0.7193020552582166
LDA200_abstract_weight__145_mind_mental_social,0.8533635051977149,-0.18482856120327065,0.03692988023504192,4.1551159419553326e-05,4.098680801901869,0.648583089247488
LDA200_abstract_weight__30_events_future_personal,0.003993490517818777,-2.878675469187058,0.04087218180736294,5.236531720339823e-05,4.044811155694848,0.6771176758609434
LDA200_abstract_weight__193_mirror_video_imitation,0.05072860863600114,-1.9537684365444,0.036692373311532106,0.0006871479795319296,3.3946563271986645,0.6404244914183798
LDA200_abstract_weight__181_creative_creativity_generation,1.4806234295565687e-07,-5.2549529189269,0.04373607772629535,0.0008933107383075381,3.3221362111074675,0.6928611772795363
LDA200_abstract_weight__28_memory_retrieval_episodic,0.5337969159814302,-0.6222204574658988,0.03429758971336811,0.00214011006424721,3.0700666500895974,0.616562759018343
LDA200_abstract_weight__25_state_resting_fc,0.0010301172820875737,3.282169322967787,0.03198728734342868,0.0024686757483354258,3.027154708257522,0.5954746597645488
LDA200_abstract_weight__113_network_global_local,0.0026190733323442628,-3.00923397279857,0.03669521981979024,0.002672871022013766,3.003051606872413,0.6373336060949434
LDA200_abstract_weight__77_mpfc_cortex_prefrontal,0.7415479850558233,-0.3298041054941953,0.03349557556881336,0.004284480101082529,2.856419963134285,0.6069076102728863
LDA200_abstract_weight__48_parietal_inferior_lobule,0.5349546102965825,-0.6204605630531939,0.031964011413782384,0.028754042614672966,2.1868422410745665,0.5841631993058706
LDA200_abstract_weight__99_detection_novelty_oddball,2.0299034213568125e-06,-4.750424232471014,0.035558787720488184,0.037107324028032955,2.084581292913942,0.6203480192521288
LDA200_abstract_weight__198_repetition_priming_suppression,0.007205901705608963,-2.6871757951338657,0.03297375589609922,0.039021956891871185,2.0639552775716687,0.5935237445310947
LDA200_abstract_weight__88_network_frontoparietal_identified,2.961308785012699e-30,11.429993532559823,0.02884734821058873,0.04057448265924693,2.047852210987862,0.5538537089601351
LDA200_abstract_weight__2_problem_problems_arithmetic,4.8937109442226106e-06,-4.5692934889630274,0.034615888066789585,0.052055320031410196,1.9426759814767025,0.6098676732019211
LDA200_abstract_weight__186_decision_making_choice,0.9693303171473903,-0.038448217784702074,0.031082384161436324,0.05456686030323294,1.922309221911758,0.5715937802471309
LDA200_abstract_weight__164_frequency_hz_power,0.004597756971789603,-2.8339427385964804,0.03231076483472499,0.06895823866143633,1.8186932725812808,0.5839516527948039
LDA200_abstract_weight__154_social_interactions_interaction,0.36210210441544477,-0.9113668684363861,0.031168825369928654,0.07163103844381587,1.801455987324851,0.5710196978486216
LDA200_abstract_weight__140_epilepsy_temporal_lobe,4.058975699330275e-09,-5.881771860164755,0.036133136812253955,0.07591700198764625,1.774884246371535,0.6242577580420303
LDA200_abstract_weight__90_imagery_mental_rotation,0.0003225156041147375,-3.596509666366323,0.0327711407270663,0.0771135996714254,1.7676848765191282,0.588631430850927
LDA200_abstract_weight__116_task_matching_strategy,0.01130991296010458,-2.5329746568088045,0.03193558161690501,0.07767048251878057,1.7643653824922714,0.5792006561357944
LDA200_abstract_weight__132_mtl_temporal_medial,1.1360994886144508e-05,-4.389503119437728,0.03336257942517407,0.08820907889122023,1.7049214306057376,0.5947163014109876
LDA200_abstract_weight__9_semantic_word_knowledge,0.2905521678736772,-1.0569110872936365,0.030846584396156,0.10095041150827502,1.640263402707924,0.565438955610587
