Term,pForward,zForward,likelihoodForward,pReverse,zReverse,probReverse
LDA400_abstract_weight__338_reward_striatum_monetary,7.330267326466355e-08,5.382881807362242,2.071757677424067,9.42077114721194e-09,5.7408406439566875,0.005944129039681393
LDA400_abstract_weight__336_personality_traits_trait,6.188613658197895e-07,4.985236283576303,2.718960791451637,8.490418023296522e-07,4.923743341033276,0.0031177028854947396
LDA400_abstract_weight__172_anterior_insula_cortex,6.154013996184649e-05,4.00682609514724,1.5251495794312864,5.724020554501847e-06,4.536335102237844,0.008048357251269468
LDA400_abstract_weight__131_inhibition_response_stop,2.7114323372656735e-05,4.196440013275904,1.8826381866388548,4.182903874700886e-05,4.097137543591794,0.004495793145945923
LDA400_abstract_weight__314_people_person_situation,0.000957492814600891,-3.30272780163859,1.8747022471725785,0.00018398899085074138,3.7400427080031626,0.002275805850245405
LDA400_abstract_weight__151_loss_gain_losses,0.00042873592528436255,-3.5217328719130268,2.180442094262416,0.0002924794015325921,3.6218715026250146,0.001924073986625078
LDA400_abstract_weight__112_error_errors_monitoring,0.0016858533398967923,3.1406291912793907,1.7146973589090768,0.0012148555018932448,3.2353691585018804,0.0028381118473842348
LDA400_abstract_weight__388_conflict_response_monitoring,0.0006816821057771261,-3.396842417871958,1.9708761508816828,0.00183637644713184,3.115493100338385,0.0024220338128453133
LDA400_abstract_weight__370_acc_cingulate_anterior,0.0012430496251606415,3.228813426506641,1.6346827934299721,0.002217216468364286,3.0594799249428406,0.0038017983980469312
LDA400_abstract_weight__65_pfc_prefrontal_cortex,0.00399644633675178,2.878442100996604,1.5638360286084632,0.0030212552560809213,2.9655670028840557,0.0032472084180238166
LDA400_abstract_weight__101_feedback_negative_performance,0.008795377548773797,-2.6199068982218106,1.6698726254578713,0.003185571823259738,2.9492393261905985,0.0017940500873659237
LDA400_abstract_weight__285_junction_tpj_temporoparietal,0.0027334216585650495,-2.9962277851001895,1.8240185988643187,0.003465615816763639,2.923103244599289,0.0020869685105269252
LDA400_abstract_weight__335_regulation_emotion_reappraisal,0.002630340536853515,3.007929610903097,1.679202704535972,0.003975735051461096,2.8800806104690526,0.0028337774631058033
LDA400_abstract_weight__236_social_cognition_interactions,0.0038566269679324305,2.889656735951664,1.523929891038775,0.004175291963145763,2.8646053856719234,0.003756948376037564
LDA400_abstract_weight__143_taste_swallowing_gustatory,0.0037948652476027522,-2.894728562918477,2.3054935178123976,0.004558238329431385,2.836700254824982,0.0009999703018804377
LDA400_abstract_weight__105_motivation_avoidance_approach,0.005698050642794716,-2.7646694350987286,1.874987133299022,0.004667440987477083,2.82913223136074,0.0014722541728403593
LDA400_abstract_weight__286_competition_free_selection,0.004938085888049226,-2.811045130612966,2.227879917501304,0.0066623712527797245,2.713265456251409,0.0009996275850574251
LDA400_abstract_weight__20_emotional_emotion_amygdala,0.009520075234413006,2.5927904656878904,1.3609116976961357,0.00787705189872796,2.6572948384196837,0.005190334244157276
LDA400_abstract_weight__183_moral_psychopathy_harm,0.009048470075358028,-2.610217392787247,1.9927609586138706,0.013899277149618238,2.4598560005887733,0.0010779258531710188
LDA400_abstract_weight__273_threat_fear_anxiety,0.016565192441358012,-2.3962189365510094,1.6713078835841801,0.01922596617236972,2.34112039447181,0.001466469630690215
LDA400_abstract_weight__266_ofc_orbitofrontal_cortex,0.0106279246854597,-2.5547003497260636,1.7860547061476502,0.020082718418561706,2.324798852203292,0.001455849420743821
LDA400_abstract_weight__56_cortex_prefrontal_orbitofrontal,0.01802586885898194,2.3650863219282066,1.2358929137030306,0.030640114533322712,2.1617154691712024,0.008906414069010072
LDA400_abstract_weight__43_task_recruitment_recruited,0.21980676646650965,1.227042103800918,1.1040178680600277,0.03212385604550986,2.142866046613732,0.003533581189615554
LDA400_abstract_weight__223_humor_lc_na,0.017976200128432596,-2.366107989735043,2.284648187633262,0.03441283525598923,2.115200818121583,0.0005353294484677631
LDA400_abstract_weight__213_sexual_love_romantic,0.019553140684060777,-2.334813977652197,2.1249094508237287,0.035885556819560384,2.0982217989519754,0.0006197267437841595
LDA400_abstract_weight__94_events_future_past,0.09624772995512931,-1.6633233358326505,1.3149711589954909,0.04258715053730349,2.027736478073143,0.0014225905042232912
LDA400_abstract_weight__238_adults_older_age,0.056731510288658415,1.9053737087473377,1.309021671632126,0.04570244723371195,1.9981311148334404,0.0026658937805344746
LDA400_abstract_weight__271_expectancy_sensory_expectation,0.04396418427864757,-2.014432126030711,1.5026066426952431,0.04790751089783692,1.9781879207653619,0.001329681436882055
LDA400_abstract_weight__244_game_social_trust,0.011111067226101112,-2.5391861953869124,1.9394813065286336,0.049223456138751114,1.9666510294926958,0.0011989780355525666
LDA400_abstract_weight__104_trials_trial_response,0.03210085267000862,2.14315252890113,1.3386130419920825,0.05622270260067318,1.9093054272579004,0.003483609762577964
LDA400_abstract_weight__32_fear_conditioning_extinction,0.03468084749942446,-2.112065314872958,1.6211959155952544,0.05857852604994143,1.8913433455634818,0.0011315336678970694
LDA400_abstract_weight__111_pictures_neutral_picture,0.03415989819032028,-2.1181791510925083,1.4088333576819163,0.06499098600078357,1.845320115624986,0.0024126277094925186
LDA400_abstract_weight__307_experience_subjective_experiences,0.022974899600175847,-2.2738517825747655,1.4725723603259537,0.06608281669326495,1.8378614988226423,0.0024153300609892183
LDA400_abstract_weight__34_monitoring_source_reality,0.024846856235794523,-2.2437753956842483,1.822314218608386,0.08480497715756438,1.7234621890062118,0.0009584725232631479
LDA400_abstract_weight__118_striatum_striatal_ventral,0.09837322313956143,1.6527919000988955,1.2462946676586815,0.08989183031671934,1.6959685811942173,0.002479120157274141
LDA400_abstract_weight__82_comprehension_sentences_language,0.08561721328241201,-1.718984395799811,1.3802736137230815,0.09617794571755395,1.663672245115785,0.001217986279744769
LDA400_abstract_weight__181_females_males_sex,0.05521915702263991,-1.9171478035208342,1.512369780929606,0.10298575796595294,1.630547863219818,0.0011309754922518953
LDA400_abstract_weight__89_range_wide_characteristic,0.07996330358108317,-1.7508990319861588,1.4254761170713004,0.10837868017898013,1.6055233434503031,0.0010731015857919303
LDA400_abstract_weight__209_exclusion_ds_rejection,0.043222408581836014,-2.0215543844670463,1.8880355383728928,0.10892841894923798,1.6030282422803412,0.0005365237660417804
LDA400_abstract_weight__283_correct_successful_incorrect,0.06270271655617377,-1.8612936702500955,1.588751436335161,0.11349102466882097,1.582694885210392,0.0007643411008856721
LDA400_abstract_weight__382_influence_cortex_influences,0.034943286490414005,2.1090150047737763,1.2443916852875454,0.11813984139537073,1.5626291771908445,0.006241069592318531
LDA400_abstract_weight__327_basal_ganglia_thalamus,0.2367113136496959,1.1832468921663017,1.1198674392134425,0.12047693287166415,1.5527748510496748,0.002110388255316651
LDA400_abstract_weight__254_empathy_social_empathic,0.0988638335216363,-1.65038687652714,1.3100195649128294,0.13515811438674075,1.4940669763551153,0.001593571492882712
LDA400_abstract_weight__67_cortex_lateral_prefrontal,0.16369845289727847,1.3927399178207303,1.1400213305580302,0.14204537261205796,1.468216688155495,0.003907415759965782
LDA400_abstract_weight__373_manipulation_magnitude_simple,0.10456388694227714,-1.623119382651903,1.4114740786070765,0.14252898469344533,1.4664380573965479,0.0008021982350790409
LDA400_abstract_weight__218_sz_vta_substantia,0.04805734555808694,-1.9768609884271071,1.6706867513738974,0.1544898913240748,1.4238500239559806,0.0008454053948016511
LDA400_abstract_weight__389_intrinsic_extrinsic_hp,0.022716917161277883,-2.2781621719147407,1.9068747324921593,0.15899975805886674,1.4084435947092837,0.000969675180750992
LDA400_abstract_weight__80_adolescents_adolescent_youth,0.013308385810716028,-2.4754085004225135,1.643353860251293,0.15958926831237402,1.4064542917826732,0.002162912547897405
LDA400_abstract_weight__130_frontal_inferior_gyrus,0.23380245118078624,1.1906208792747432,1.1184252540008799,0.16084342334784968,1.4022405604924695,0.002341856066415626
LDA400_abstract_weight__331_reasoning_hearing_deaf,0.08545936337803017,-1.7198519129621959,1.4685696242719912,0.16306072008830425,1.394851184985081,0.0008529516436080289
LDA400_abstract_weight__215_dopamine_da_receptor,0.06485918868925833,-1.8462274371776606,1.495602779237874,0.16565441055474517,1.3863029693318636,0.0010848837417060046
LDA400_abstract_weight__144_decision_making_choice,0.06980950728203628,1.8131446942677003,1.2479480668355245,0.16706525401440803,1.3816953785038768,0.003720502841746752
LDA400_abstract_weight__243_prefrontal_cortex_dorsolateral,0.07468402588067824,1.7823999977777092,1.1575107919379173,0.19578500132662258,1.2936538835191103,0.00842811696503647
LDA400_abstract_weight__156_practice_generation_retention,0.0897116067473086,-1.6969209494993118,1.4794033346149813,0.19771085446527004,1.2881008644720922,0.0007818013256834754
LDA400_abstract_weight__117_food_eating_weight,0.03249003399642847,-2.138329203062608,1.6091472224032675,0.20334873662520228,1.2720686278599334,0.001444016743718325
LDA400_abstract_weight__115_wm_memory_working,0.14197056930542273,-1.4684922152133044,1.2702699052495416,0.20649627087053168,1.2632585678158363,0.0012380743176562494
LDA400_abstract_weight__84_real_world_nf,0.10701503413818592,-1.611756056063254,1.3564862752639182,0.22371889777358345,1.2166986372104809,0.0011327502308010183
LDA400_abstract_weight__317_insula_disgust_insular,0.07669594263457014,-1.770187309819689,1.3780301303695814,0.2241421626393604,1.215587331020489,0.0015698163998008074
LDA400_abstract_weight__359_goal_goals_ma,0.09310748524203538,-1.6792286762279522,1.375194080909401,0.23528423199997434,1.186856490290371,0.0012614956619150018
LDA400_abstract_weight__361_mechanisms_automatic_underlying,0.22871713509000258,1.2036700436131738,1.0746469072925966,0.23625487212565904,1.184399717170335,0.0076292127597551735
LDA400_abstract_weight__190_outcome_born_outcomes,0.054682827352721564,-1.9213878642852338,1.7878449732469726,0.2435701603377652,1.1661095391887306,0.0006016412079791377
LDA400_abstract_weight__225_olfactory_odor_odors,0.06062038233457012,-1.8762542034002658,1.7446404341926731,0.2435701603377652,1.1661095391887306,0.0005871021224008157
LDA400_abstract_weight__160_sustained_transient_onset,0.1099884486670959,-1.598245062013194,1.2582202890687855,0.24756294441456722,1.1562890532409098,0.002145293584621186
LDA400_abstract_weight__155_perspective_person_egocentric,0.15753259841050915,-1.4134188770787812,1.2831238967198906,0.25134319865494065,1.1470929708809918,0.0008987706080490615
LDA400_abstract_weight__196_uncertainty_ambiguous_ambiguity,0.07002070185374476,-1.8117767314173443,1.4567038422080285,0.2636775802824162,1.1177411081459816,0.0012491185463338714
LDA400_abstract_weight__250_gestures_gesture_communicative,0.22157263807316052,-1.2223570386963003,1.2027389496351542,0.26417959866491025,1.1165667881316548,0.0006715731773620407
LDA400_abstract_weight__22_thalamus_insula_putamen,0.2557768521062489,1.136429507840977,1.0901762502767423,0.2643194803568388,1.116239851441044,0.0034702563867015732
LDA400_abstract_weight__342_caudate_nucleus_accumbens,0.10892081486478955,-1.6030626869501767,1.2597885556636612,0.2726226236067372,1.0970429355002602,0.0021730899411198097
LDA400_abstract_weight__26_ifg_gyrus_frontal,0.10676252969819477,1.6129170533890609,1.239014676036476,0.28285709088517497,1.0739232298407468,0.0026468615236432164
LDA400_abstract_weight__387_trial_single_task,0.21193547565186366,-1.2482610432181702,1.1630231835010991,0.3001888647341622,1.0360284613275377,0.0015655108435012706
LDA400_abstract_weight__291_infant_attachment_child,0.04446570857984422,-2.009673952049606,1.7432362162969217,0.30576952842739064,1.024139206268033,0.0008734262612278229
LDA400_abstract_weight__296_effort_fnc_reporting,0.203034486497069,-1.2729536590547421,1.261518170505436,0.3080688045826523,1.0192826370252486,0.0004496799211330052
LDA400_abstract_weight__195_alcohol_substance_impulsivity,0.035495452745280986,-2.1026605515863914,1.6454227667825405,0.3116165464003561,1.0118358485567918,0.0013248111443159584
LDA400_abstract_weight__208_reaction_time_times,0.16993447773066883,1.372414374662715,1.1432100742409976,0.3280693780916407,0.9780100003080182,0.003713166357358496
LDA400_abstract_weight__337_suppression_voluntary_suppressed,0.2602006722894823,-1.125916954257895,1.14051947439512,0.3331380568068677,0.9678124260538085,0.0009296605587891314
LDA400_abstract_weight__108_tom_mind_theory,0.22600345725923865,-1.2107181150661346,1.1899881772263294,0.34298761951692536,0.94827864473514,0.000792004877722337
LDA400_abstract_weight__280_pcc_cingulate_precuneus,0.0750187331782719,-1.780349791600965,1.3605077367639247,0.3446704572957673,0.9449773154908715,0.0018686439666024636
LDA400_abstract_weight__8_arousal_subjective_ratings,0.12486742784444715,-1.5346597488845801,1.2329323598262882,0.3460578547696832,0.9422632961213543,0.0022927253195890573
LDA400_abstract_weight__385_provide_patterns_profile,0.1977177612466955,1.2880810208185518,1.1270387580385317,0.3577358148705527,0.9196880199142821,0.003503315520890668
LDA400_abstract_weight__305_updating_cold_endogenous,0.16843266006420587,-1.377257467534705,1.334353579751305,0.3602235801206445,0.9149391417132249,0.0004955998220877911
LDA400_abstract_weight__77_adhd_disorder_attention,0.09485630263229738,-1.670318814574034,1.4009356286392836,0.3609430480216501,0.9135695967723126,0.0011593917680008112
LDA400_abstract_weight__163_face_faces_fusiform,0.21346152294420073,-1.2441033644904413,1.1464271143055942,0.36327373931344087,0.9091447203918757,0.0020518463763525875
LDA400_abstract_weight__199_versus_implicated_correlates,0.2579197794775625,-1.1313215447040612,1.1084791672332808,0.36472350525216013,0.9064012616709269,0.0021662947459338993
LDA400_abstract_weight__134_parietal_ppc_posterior,0.15873710911491912,-1.4093317013700963,1.2926237443842787,0.38113698916514127,0.8758032753567179,0.0008796476050848075
LDA400_abstract_weight__341_matching_match_task,0.19481326681898392,-1.296470994364841,1.1989091362319169,0.3927961939794349,0.8545574464050271,0.0012940412317949367
LDA400_abstract_weight__251_likelihood_consistency_estimation,0.21968521410639297,-1.2273655882712762,1.1983405555925202,0.394204897647206,0.8520165658906674,0.0008214609055492611
LDA400_abstract_weight__306_understood_poorly_mechanisms,0.18915411999151543,1.3130855572262998,1.1540175433895439,0.42096944936687586,0.804740489442166,0.002586104387340291
LDA400_abstract_weight__38_post_pre_ht,0.1003471145024123,-1.6431731450747902,1.3582972100028197,0.42519079845911734,0.7974481604531594,0.001378044259097722
LDA400_abstract_weight__153_women_men_sex,0.11267947326302108,-1.5862638315960276,1.3320089064430092,0.42519079845911734,0.7974481604531594,0.0013513737737759273
LDA400_abstract_weight__262_allele_genotype_met,0.28177208820272814,-1.0763470176839462,1.129431621643709,0.43406048548430354,0.7822622191088787,0.0010529445314560258
LDA400_abstract_weight__15_pattern_patterns_multivariate,0.3276257836182537,-0.9789073026077337,1.0642348098811327,0.43587383270377844,0.7791797572950976,0.0021302322422130137
LDA400_abstract_weight__347_high_level_resolution,0.11835773461977417,1.5617040061052667,1.216893704539289,0.43918242065450963,0.7735745607800057,0.002945410444856848
LDA400_abstract_weight__260_social_partner_interaction,0.09849979864276603,-1.652170498620985,1.4283894265248094,0.4412011328733919,0.7701665001514568,0.0010040831599864544
LDA400_abstract_weight__54_awareness_conscious_consciousness,0.12106867702182922,-1.5503035443986424,1.3270045908455623,0.44897601951279575,0.7571232608663256,0.0012536767842447729
LDA400_abstract_weight__360_pars_opercularis_inferior,0.16597785235972462,-1.3852440600980693,1.3217565587099624,0.4554608043958809,0.7463420691899418,0.00062600676051596
LDA400_abstract_weight__203_resonance_magnetic_control,0.28125639434254235,1.0775012461811122,1.030437823487294,0.4666900530745819,0.7278750898957455,0.02978029777463475
LDA400_abstract_weight__106_subgroups_severe_mild,0.08270235396678327,-1.735217127176519,1.3632483409673308,0.4699775742637472,0.7225155405966751,0.00174327656225873
LDA400_abstract_weight__264_attention_attentional_orienting,0.20620575013716347,1.2640676402930606,1.1290819546430853,0.47122340157022213,0.7204899236012511,0.0031381542169451417
