Term,pForward,zForward,likelihoodForward,pReverse,zReverse,probReverse
LDA200_abstract_weight__163_language_chinese_english,0.004784779338107281,-2.8211770089087613,1.3132955503274562,5.556189568913943e-06,4.542610346223068,0.002224478889538071
LDA200_abstract_weight__162_words_word_lexical,0.006427670999290758,-2.7251272445667696,1.243323881425455,1.2488678313798767e-05,4.368877514197476,0.003290348971081556
LDA200_abstract_weight__193_mirror_video_imitation,0.026039976730110603,-2.2256150576103058,1.2031830600187325,1.860084426680834e-05,4.28105611459186,0.0025301200612154588
LDA200_abstract_weight__64_attention_attentional_visual,0.0013706988341429804,3.2007510926921294,1.1859279248690033,0.0002434295634436084,3.669075103927998,0.008865160211113794
LDA200_abstract_weight__179_memory_working_task,0.0029378890420370674,2.9741630656261604,1.2244655187719178,0.0006827015958042377,3.3964334369893807,0.005247230166176059
LDA200_abstract_weight__47_parietal_network_fronto,0.0510817320109187,1.950792520013784,1.1063044638850146,0.00069713064298498,3.3907051228866916,0.006617783372282336
LDA200_abstract_weight__93_language_sentences_comprehension,0.0019839624009624357,-3.092622637163079,1.2802232880525286,0.0007021123409115383,3.388752962438763,0.0039151784867444426
LDA200_abstract_weight__86_ips_number_numerical,0.0022599926753927857,-3.053751409726589,1.3836734401982782,0.0007468446665719648,3.3717785739409507,0.0021955437463969094
LDA200_abstract_weight__27_response_time_reaction,0.002752253307981012,2.994133677788974,1.2313046387478728,0.0007502669962454146,3.3705191188358934,0.005066963784596109
LDA200_abstract_weight__115_face_faces_fusiform,0.011733881080132291,-2.520048063523714,1.2111164431048598,0.0016536106446907721,3.1462809721333964,0.0037736569186630525
LDA200_abstract_weight__103_timing_temporal_rhythm,0.08464153391299056,-1.7243674273028922,1.1981632973814622,0.0027439773580398806,2.995052358338727,0.0012170218846071544
LDA200_abstract_weight__3_task_switching_set,0.034316484492742605,-2.1163331353235377,1.1866165307532728,0.002883320402077114,2.979911109016715,0.00285687105779403
LDA200_abstract_weight__150_reading_phonological_readers,0.037893879866533475,-2.0760007690461695,1.1959646955750554,0.0029004630363604206,2.9780947520747603,0.0024394269933904447
LDA200_abstract_weight__192_stimulus_trials_trial,0.006378214527200443,2.7276763964428787,1.1506146373624542,0.0029298132996508452,2.975007557241958,0.008958117875767023
LDA200_abstract_weight__119_dlpfc_prefrontal_cortex,0.002115688439485397,-3.073492728126817,1.3064361039374377,0.00298110654340786,2.9696794355172376,0.0034071592343073854
LDA200_abstract_weight__152_perceptual_perception_visual,0.0014799370955879132,-3.1785891298593283,1.2909080044171553,0.00516911997266209,2.796301210382115,0.004132134943836618
LDA200_abstract_weight__147_target_search_targets,0.008105224410790313,-2.6476547912693396,1.2271307247182188,0.00707337032099092,2.6933700971906966,0.003927986913794925
LDA200_abstract_weight__125_expertise_experts_ic,0.005170389868802361,-2.7962218288528957,1.5665166308926735,0.019063421284342127,2.34428845762432,0.0010278117130742227
LDA200_abstract_weight__73_ifg_gyrus_frontal,0.017438876627920097,-2.377321593953473,1.2216093266317478,0.02543377366389922,2.234749884204878,0.0031389821082828282
LDA200_abstract_weight__89_pfc_prefrontal_cortex,0.07486882665843742,-1.7812670989045987,1.1668812544099108,0.02907962339246865,2.182405437352039,0.0021526656850756596
LDA200_abstract_weight__189_category_categories_categorization,0.010134826868181901,-2.5711949124314324,1.2573346235966656,0.035054906729469634,2.1077235765525093,0.003040937086694454
LDA200_abstract_weight__43_conflict_interference_incongruent,0.034650238768470065,-2.1124223605222507,1.1776746577086847,0.03995556207816264,2.054208024518014,0.003378487153119502
LDA200_abstract_weight__8_cues_cue_target,0.08859483171566551,-1.7028570055122207,1.1210432943232245,0.044345165513032324,2.0108134444065158,0.0035483981512938953
LDA200_abstract_weight__143_action_actions_observation,0.2145318084543676,-1.2412001797530783,1.0661781740626095,0.053651139153940486,1.9296425795861145,0.003424493145705419
LDA200_abstract_weight__136_white_matter_tensor,0.39869687944068044,-0.8439508354538441,1.0232448521450466,0.0669635006362038,1.831918924370885,0.001828694710844386
LDA200_abstract_weight__139_faces_emotional_facial,0.021313153047327282,-2.3023906275603947,1.1885751866818488,0.07799996569170763,1.762410501069081,0.003993822221488624
